architecture,energy_per_encoded_bit,energy_per_operation,experiment_id,frequency_hz,functional_failure_reasons,functional_pass,input_pattern,level,load_ff,model,output_swing,pavg,pdp,raw_log,simulation_file,status,temp,temperature_c,tfall,tnom,tpd,tphl,tplh,transistor_count,trise,validation_errors,vdd,voh,vol
HYBRID_A,1.6210605021066666e-14,1.945272602528e-13,EXP-EH127-HYBRID_A-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20514594135126,2.43159075316e-05,5.2145644813325526e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-TM20.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-TM20.cir,Validated,-20.0,-20.0,,27.0,2.144507448285e-10,2.18577476362e-10,2.10324013295e-10,220,,[],1.2,1.20400130749,-0.00114463386126
HYBRID_B,7.1536304238e-15,8.58435650856e-14,EXP-EH127-HYBRID_B-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20519220817125,1.07304456357e-05,1.6816510376844142e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-TM20.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-TM20.cir,Validated,-20.0,-20.0,,27.0,1.56717725878e-10,1.60496552404e-10,1.52938899352e-10,152,,[],1.2,1.20346689224,-0.00172531593125
CMOS,2.0027178165333335e-14,2.40326137984e-13,EXP-EH127-CMOS-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20583450480135,3.0040767248e-05,1.4440259922937952e-14,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-T85.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-T85.cir,Validated,85.0,85.0,,27.0,4.80688785467e-10,4.00181905253e-10,5.61195665681e-10,264,,[],1.2,1.20422780514,-0.00160669966135
FSGDI,2.2310673583e-15,2.67728082996e-14,EXP-EH127-FSGDI-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20379681105564,3.34660103745e-06,2.1206166736192717e-15,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-T85.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-T85.cir,Validated,85.0,85.0,,27.0,6.33662826817e-10,4.99454346871e-10,7.67871306763e-10,132,,[],1.2,1.20200967789,-0.00178713316564
HYBRID_A,1.8638717217266667e-14,2.2366460660720002e-13,EXP-EH127-HYBRID_A-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20409961324271,2.79580758259e-05,1.0562006148374176e-14,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-T85.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-T85.cir,Validated,85.0,85.0,,27.0,3.777801524735e-10,3.36487271987e-10,4.1907303296e-10,220,,[],1.2,1.20289862156,-0.00120099168271
HYBRID_B,8.086104701466665e-15,9.703325641759999e-14,EXP-EH127-HYBRID_B-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20381218031883,1.21291570522e-05,3.7164438116691644e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-T85.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-T85.cir,Validated,85.0,85.0,,27.0,3.064057787095e-10,2.76856894657e-10,3.35954662762e-10,152,,[],1.2,1.20246708393,-0.00134509638883
CMOS,1.2044188943666668e-14,1.4453026732400002e-13,EXP-EH127-CMOS-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,1.0,PTM-65nm-beta-2006,1.2264589108542001,1.80662834155e-05,4.1675595560631955e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L01.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L01.cir,Validated,27.0,27.0,,27.0,2.306816216825e-10,2.18035547307e-10,2.43327696058e-10,264,,[],1.2,1.21619307995,-0.0102658309042
FSGDI,9.960090919e-16,1.19521091028e-14,EXP-EH127-FSGDI-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,1.0,PTM-65nm-beta-2006,1.2688187062731,1.49401363785e-06,2.2942633702365914e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L01.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L01.cir,Validated,27.0,27.0,,27.0,1.535637501635e-10,1.41303726357e-10,1.6582377397e-10,132,,[],1.2,1.22809934616,-0.0407193601131
HYBRID_A,1.4856600594266665e-14,1.7827920713119998e-13,EXP-EH127-HYBRID_A-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,1.0,PTM-65nm-beta-2006,1.3708125054834999,2.22849008914e-05,5.716590093430879e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L01.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L01.cir,Rejected,27.0,27.0,,27.0,2.565230207345e-10,2.42821595027e-10,2.70224446442e-10,220,,"[""output_outside_supply""]",1.2,1.27257668972,-0.0982358157635
HYBRID_B,2.844180857366667e-15,3.41301702884e-14,EXP-EH127-HYBRID_B-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,1.0,PTM-65nm-beta-2006,1.3662029802806999,4.26627128605e-06,7.306694812482312e-16,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L01.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L01.cir,Rejected,27.0,27.0,,27.0,1.7126653048e-10,1.6338159664e-10,1.7915146432e-10,152,,"[""output_outside_supply""]",1.2,1.27177143097,-0.0944315493107
CMOS,1.39612237672e-14,1.675346852064e-13,EXP-EH127-CMOS-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,5.0,PTM-65nm-beta-2006,1.21176143130114,2.09418356508e-05,5.273489046206532e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L05.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L05.cir,Validated,27.0,27.0,,27.0,2.51815988538e-10,2.26126100374e-10,2.77505876702e-10,264,,[],1.2,1.20715177059,-0.00460966071114
FSGDI,1.2734451465133331e-15,1.5281341758159998e-14,EXP-EH127-FSGDI-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,5.0,PTM-65nm-beta-2006,1.2285236436831999,1.91016771977e-06,5.198572308228602e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L05.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L05.cir,Validated,27.0,27.0,,27.0,2.721526625345e-10,2.31756956791e-10,3.12548368278e-10,132,,[],1.2,1.21270871162,-0.0158149320632
HYBRID_A,1.5317844474200002e-14,1.8381413369040002e-13,EXP-EH127-HYBRID_A-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,5.0,PTM-65nm-beta-2006,1.20649365242964,2.29767667113e-05,5.317994766366992e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L05.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L05.cir,Validated,27.0,27.0,,27.0,2.314509623215e-10,2.21579868713e-10,2.4132205593e-10,220,,[],1.2,1.20448982716,-0.00200382526964
HYBRID_B,4.916201114133334e-15,5.89944133696e-14,EXP-EH127-HYBRID_B-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,5.0,PTM-65nm-beta-2006,1.2066602755802098,7.3743016712e-06,1.4240489292390649e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L05.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L05.cir,Validated,27.0,27.0,,27.0,1.931096655295e-10,1.84813144031e-10,2.01406187028e-10,152,,[],1.2,1.20461666584,-0.00204360974021
CMOS,2.6006667777599996e-14,3.1208001333119997e-13,EXP-EH127-CMOS-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,20.0,PTM-65nm-beta-2006,1.20355841703236,3.90100016664e-05,1.5792733810737175e-14,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L20.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-L20.cir,Validated,27.0,27.0,,27.0,4.0483807065149997e-10,3.53246494861e-10,4.56429646442e-10,264,,[],1.2,1.2024077177,-0.00115069933236
FSGDI,2.5589809422199996e-15,3.0707771306639997e-14,EXP-EH127-FSGDI-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,20.0,PTM-65nm-beta-2006,1.20287619391487,3.83847141333e-06,2.8870553714036124e-15,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L20.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-L20.cir,Validated,27.0,27.0,,27.0,7.521367389575e-10,6.51171917232e-10,8.53101560683e-10,132,,[],1.2,1.20151758194,-0.00135861197487
HYBRID_A,2.4440780191333334e-14,2.93289362296e-13,EXP-EH127-HYBRID_A-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,20.0,PTM-65nm-beta-2006,1.201630441119109,3.6661170287e-05,1.4157874390302852e-14,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L20.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-L20.cir,Validated,27.0,27.0,,27.0,3.8618173613850004e-10,3.48847202728e-10,4.23516269549e-10,220,,[],1.2,1.20092797279,-0.000702468329109
HYBRID_B,1.2575404387666667e-14,1.50904852652e-13,EXP-EH127-HYBRID_B-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,20.0,PTM-65nm-beta-2006,1.202308938544386,1.88631065815e-05,4.910062119942397e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L20.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-L20.cir,Validated,27.0,27.0,,27.0,2.6029976020800003e-10,2.49655828492e-10,2.70943691924e-10,152,,[],1.2,1.20155727863,-0.000751659914386
CMOS,2.1666052054466666e-14,2.599926246536e-13,EXP-EH127-CMOS-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.2065727368499402,6.49981561634e-06,2.203410587507279e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-F025.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-F025.cir,Validated,27.0,27.0,,27.0,3.3899586043150004e-10,3.04465955573e-10,3.7352576529e-10,264,,[],1.2,1.20447635651,-0.00209638033994
FSGDI,2.8634621912966666e-15,3.436154629556e-14,EXP-EH127-FSGDI-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.2131228507448302,8.59038657389e-07,3.6859905714948986e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-F025.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-F025.cir,Validated,27.0,27.0,,27.0,4.2908320129600003e-10,3.65464262136e-10,4.92702140456e-10,132,,[],1.2,1.20751368999,-0.00560916075483
HYBRID_A,2.1324110319766667e-14,2.558893238372e-13,EXP-EH127-HYBRID_A-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20393795554684,6.39723309593e-06,1.783442438301131e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-F025.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-F025.cir,Validated,27.0,27.0,,27.0,2.7878340706950003e-10,2.62388324223e-10,2.95178489916e-10,220,,[],1.2,1.20271003246,-0.00122792308684
HYBRID_B,9.108639474366666e-15,1.0930367369239999e-13,EXP-EH127-HYBRID_B-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20427411527109,2.73259184231e-06,5.898247832359919e-16,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-F025.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-F025.cir,Validated,27.0,27.0,,27.0,2.15848109514e-10,2.06940516153e-10,2.24755702875e-10,152,,[],1.2,1.2028182745,-0.00145584077109
CMOS,1.768811967575e-14,2.1225743610899998e-13,EXP-EH127-CMOS-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20640772127084,4.24514872218e-05,1.4671348054332687e-14,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-F200.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-F200.cir,Validated,27.0,27.0,,27.0,3.4560268707850004e-10,3.17679608867e-10,3.7352576529e-10,264,,[],1.2,1.20445561409,-0.00195210718084
FSGDI,1.5680057609083333e-15,1.88160691309e-14,EXP-EH127-FSGDI-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.21092821285432,3.76321382618e-06,1.6117772585518403e-15,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-F200.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-F200.cir,Validated,27.0,27.0,,27.0,4.282980805765e-10,3.63894020697e-10,4.92702140456e-10,132,,[],1.2,1.20531690121,-0.00561131164432
HYBRID_A,1.691041596625e-14,2.0292499159500002e-13,EXP-EH127-HYBRID_A-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.203659172227947,4.0584998319e-05,1.1314366201802408e-14,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-F200.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-F200.cir,Validated,27.0,27.0,,27.0,2.78781980299e-10,2.62385470682e-10,2.95178489916e-10,220,,[],1.2,1.20270717144,-0.000952000787947
HYBRID_B,7.344469571291667e-15,8.81336348555e-14,EXP-EH127-HYBRID_B-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20410735474564,1.76267269711e-05,3.804869283577522e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-F200.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-F200.cir,Validated,27.0,27.0,,27.0,2.15857957624e-10,2.06960212373e-10,2.24755702875e-10,152,,[],1.2,1.20281815529,-0.00128919945564
